season,holiday,workingday,weather,temp,atemp,humidity,windspeed,year,month,day,hour,count
3,0,1,1,30.34,34.09,62,0.0,2011,8,1,7,282
3,0,0,1,37.72,44.695,42,19.9995,2012,7,8,11,389
3,0,0,1,31.16,33.335,37,15.0013,2012,8,18,17,635
3,0,1,1,24.6,28.79,78,11.0014,2012,8,16,5,37
4,0,0,2,10.66,15.15,93,0.0,2012,12,2,4,7
2,0,1,1,27.88,31.82,61,8.9981,2011,6,6,20,336
2,0,1,1,17.22,21.21,67,12.998,2011,4,13,22,99
1,1,0,1,5.74,8.335,43,7.0015,2012,1,16,1,20
2,0,1,1,29.52,31.82,26,22.0028,2011,6,3,16,349
4,0,0,1,27.06,31.06,39,27.9993,2012,10,14,15,568
4,0,0,1,18.04,21.97,88,0.0,2011,10,9,5,15
1,0,0,1,22.14,25.76,68,0.0,2012,3,17,22,211
2,0,1,1,24.6,31.06,56,15.0013,2012,6,14,1,21
3,0,1,3,28.7,33.335,89,12.998,2012,7,9,2,5
4,0,1,2,18.04,21.97,94,8.9981,2012,12,18,0,18
4,0,1,1,13.94,16.665,49,12.998,2011,12,2,21,111
1,0,1,1,16.4,20.455,50,15.0013,2012,3,12,10,137
2,0,1,2,24.6,31.06,56,16.9979,2012,6,14,5,40
1,0,1,1,22.96,26.515,68,11.0014,2012,3,19,11,201
4,0,0,1,21.32,25.0,27,22.0028,2011,11,13,18,190
4,0,1,1,11.48,15.15,65,6.0032,2012,12,19,2,3
4,0,0,1,9.84,14.395,93,0.0,2011,12,4,6,4
4,0,1,2,18.86,22.725,77,0.0,2012,12,3,20,300
1,0,1,2,18.86,22.725,82,19.0012,2012,3,13,7,308
3,0,0,1,25.42,29.545,73,6.0032,2012,8,12,3,48
2,0,1,1,22.14,25.76,60,16.9979,2011,6,14,4,3
4,0,0,1,14.76,17.425,76,8.9981,2011,12,4,20,124
1,0,1,1,9.02,12.88,25,6.0032,2011,3,3,13,80
1,0,1,1,9.84,11.365,52,15.0013,2012,2,10,5,17
4,0,0,1,17.22,21.21,62,8.9981,2012,10,7,2,74
2,0,1,2,24.6,31.06,53,22.0028,2012,5,7,13,272
4,0,1,2,14.76,17.425,71,11.0014,2012,12,7,14,215
2,0,0,1,24.6,27.275,88,0.0,2011,6,18,2,53
4,0,1,1,17.22,21.21,82,7.0015,2012,10,1,4,10
3,0,1,1,30.34,33.335,51,15.0013,2011,8,1,19,413
3,0,1,2,27.88,31.82,65,8.9981,2011,9,2,13,279
1,0,1,1,13.12,15.91,57,12.998,2012,3,2,3,3
2,0,1,2,24.6,30.305,64,12.998,2011,5,12,19,364
2,0,1,2,24.6,28.79,78,8.9981,2012,5,16,9,347
3,0,1,1,28.7,33.335,79,6.0032,2011,7,6,2,5
4,0,0,1,12.3,15.91,89,6.0032,2012,11,11,7,68
3,0,0,2,27.06,31.06,36,15.0013,2012,9,15,16,783
4,0,1,1,16.4,20.455,54,12.998,2012,10,12,21,190
2,0,1,1,23.78,27.275,53,22.0028,2011,6,14,3,2
2,0,1,2,27.06,31.06,65,19.0012,2012,5,1,11,229
2,0,1,1,26.24,31.06,38,26.0027,2012,6,4,18,822
4,0,1,3,13.94,14.395,87,43.0006,2011,12,7,19,33
4,0,1,1,20.5,24.24,77,7.0015,2011,10,5,23,73
4,0,1,3,22.14,25.76,68,0.0,2012,10,1,20,262
1,0,1,1,8.2,9.09,75,23.9994,2011,3,7,5,1
4,0,0,1,17.22,21.21,50,19.0012,2011,11,12,20,132
1,0,1,1,9.02,13.635,47,0.0,2012,3,6,9,233
2,0,0,2,18.04,21.97,77,0.0,2011,5,8,5,5
1,0,0,1,12.3,16.665,70,0.0,2012,2,4,11,270
1,0,0,1,9.02,13.635,69,0.0,2011,1,16,3,15
3,0,1,1,37.72,41.665,33,16.9979,2012,7,5,16,433
3,0,1,1,30.34,34.09,62,19.0012,2012,9,7,19,568
3,0,0,1,28.7,32.575,61,15.0013,2011,9,3,12,257
1,0,1,1,13.94,16.665,46,11.0014,2012,2,6,20,201
4,0,1,1,13.12,17.425,93,0.0,2011,11,9,2,5
3,0,1,1,27.06,30.305,83,8.9981,2011,8,1,4,4
4,0,1,1,28.7,32.575,51,15.0013,2012,10,4,17,901
4,0,1,2,18.04,21.97,72,15.0013,2011,11,14,6,114
2,0,0,1,26.24,31.06,36,0.0,2012,6,2,18,512
3,0,1,1,31.98,37.12,59,19.9995,2011,7,11,9,208
4,0,1,2,14.76,17.425,87,11.0014,2011,11,1,0,21
2,0,1,1,13.94,15.15,46,22.0028,2011,4,1,17,281
4,0,0,1,18.04,21.97,54,0.0,2012,11,10,20,192
2,0,1,2,20.5,24.24,42,19.0012,2012,4,18,4,7
2,0,1,1,16.4,20.455,37,16.9979,2012,4,5,9,351
3,0,1,2,27.88,31.82,65,0.0,2012,9,14,10,246
3,0,0,1,28.7,33.335,84,15.0013,2012,7,14,21,269
4,0,1,1,6.56,8.335,80,11.0014,2011,12,13,7,223
2,0,1,1,27.06,31.06,61,16.9979,2011,4,11,21,158
2,0,1,1,30.34,32.575,23,40.9973,2011,4,4,17,366
4,0,0,2,14.76,17.425,93,8.9981,2012,12,8,1,100
4,0,1,3,22.96,26.515,64,7.0015,2012,10,1,18,613
2,0,1,1,30.34,34.85,66,8.9981,2011,6,1,22,129
2,0,1,2,22.14,25.76,88,11.0014,2012,6,18,11,121
2,0,1,1,20.5,24.24,94,0.0,2011,5,19,2,15
2,0,1,1,22.14,25.76,94,8.9981,2011,6,17,4,6
1,0,1,1,24.6,31.06,31,16.9979,2012,3,1,15,223
3,0,1,2,27.06,31.06,57,15.0013,2011,9,1,22,179
4,0,1,2,18.86,22.725,100,16.9979,2011,12,7,1,13
4,0,0,1,22.96,26.515,73,7.0015,2011,10,9,20,193
4,0,0,2,13.12,15.15,49,19.9995,2012,11,3,4,16
1,0,1,2,9.84,12.88,93,6.0032,2011,2,2,9,123
2,0,1,1,20.5,24.24,55,15.0013,2011,4,19,0,25
1,0,1,1,6.56,6.06,37,27.9993,2012,1,3,15,77
4,0,1,1,13.12,16.665,81,6.0032,2012,11,9,23,162
4,0,1,3,18.04,21.97,100,12.998,2011,12,7,13,33
1,0,1,1,13.12,15.91,61,11.0014,2012,2,6,12,150
1,1,0,2,7.38,9.09,43,12.998,2011,1,17,6,5
3,0,1,1,28.7,32.575,70,12.998,2011,7,18,8,347
2,0,1,1,13.94,15.15,53,23.9994,2011,4,1,12,95
4,0,1,1,9.02,10.605,55,19.9995,2012,12,6,6,124
3,0,0,1,26.24,31.06,53,0.0,2011,7,2,2,52
4,0,1,3,22.14,25.76,94,11.0014,2012,10,19,6,131
1,0,1,2,15.58,19.695,46,8.9981,2012,2,14,20,184
2,0,0,1,25.42,31.06,43,15.0013,2012,6,3,10,404
1,0,1,1,10.66,14.395,52,6.0032,2012,2,10,2,16
2,0,1,2,20.5,24.24,77,19.0012,2011,5,2,9,172
2,0,1,1,20.5,24.24,34,11.0014,2011,5,5,20,258
2,0,0,1,29.52,33.335,58,7.0015,2012,6,10,23,110
1,0,1,1,9.02,10.605,51,15.0013,2012,2,9,10,97
1,0,1,2,11.48,15.91,61,0.0,2011,3,14,7,88
4,0,1,2,12.3,15.15,70,8.9981,2012,11,2,7,357
4,0,1,3,14.76,16.665,87,23.9994,2012,11,13,3,5
3,0,0,2,27.88,31.82,83,15.0013,2011,8,13,20,183
3,1,0,1,27.06,29.545,89,6.0032,2012,9,3,4,11
4,1,0,1,12.3,15.91,45,6.0032,2011,11,11,23,73
4,0,0,1,18.04,21.97,44,19.0012,2011,11,12,12,366
4,0,0,1,16.4,20.455,54,19.0012,2011,11,13,9,135
2,0,0,1,25.42,31.06,57,0.0,2012,6,17,12,615
4,0,0,1,10.66,12.12,60,19.0012,2011,11,5,7,34
3,0,0,2,19.68,23.485,67,15.0013,2011,9,17,9,177
4,0,1,2,12.3,14.395,49,19.0012,2012,11,5,6,139
1,0,1,1,10.66,10.605,48,30.0026,2011,3,7,11,60
1,0,1,2,9.02,12.12,73,7.0015,2012,1,6,6,70
2,0,1,2,22.14,25.76,83,0.0,2011,5,19,10,130
3,0,1,3,25.42,27.275,94,11.0014,2011,9,8,6,56
2,0,1,1,24.6,28.03,83,6.0032,2012,5,4,23,256
3,0,1,1,21.32,25.0,59,7.0015,2012,9,11,0,32
2,0,1,1,18.86,22.725,63,15.0013,2011,4,19,1,7
3,0,1,1,25.42,29.545,73,7.0015,2012,7,12,5,44
2,0,1,2,21.32,25.0,72,16.9979,2012,6,5,9,335
4,0,1,2,22.14,25.76,88,26.0027,2011,10,12,8,404
1,0,1,1,9.84,12.88,38,7.0015,2011,1,5,19,132
1,0,1,1,18.86,22.725,24,16.9979,2012,3,9,15,238
4,0,1,2,12.3,14.395,65,12.998,2012,11,15,7,410
3,0,0,1,31.98,36.365,55,12.998,2011,7,10,11,287
2,0,0,2,12.3,14.395,87,15.0013,2011,4,9,0,31
4,0,1,1,9.84,11.365,65,12.998,2012,11,14,6,146
4,0,0,2,14.76,16.665,46,19.0012,2012,11,3,18,297
4,0,0,2,17.22,21.21,82,12.998,2012,12,2,20,154
4,0,1,1,15.58,19.695,46,26.0027,2012,12,18,19,353
2,0,1,1,27.06,31.06,39,15.0013,2011,6,2,5,31
4,0,1,1,8.2,11.365,75,6.0032,2011,12,19,0,17
4,0,1,1,17.22,21.21,41,6.0032,2011,12,2,16,276
3,0,0,2,22.96,26.515,73,12.998,2012,9,9,0,124
3,0,0,1,25.42,28.03,88,7.0015,2012,8,11,5,11
1,0,1,1,13.94,17.425,34,6.0032,2011,3,1,16,102
2,0,1,1,15.58,19.695,76,16.9979,2011,4,7,23,54
2,0,1,3,21.32,25.0,77,11.0014,2011,5,4,0,27
1,0,0,1,7.38,12.12,55,0.0,2011,1,15,0,28
1,0,1,2,13.12,15.91,66,12.998,2011,3,15,10,78
3,0,1,1,27.88,31.82,65,11.0014,2011,7,11,3,10
4,0,1,1,18.86,22.725,63,8.9981,2011,11,8,11,147
4,0,1,1,21.32,25.0,77,0.0,2012,10,5,5,41
4,0,1,3,22.14,25.76,77,0.0,2012,10,1,23,105
4,0,1,2,18.04,21.97,88,0.0,2012,12,4,5,46
2,0,0,3,21.32,25.0,83,11.0014,2012,5,6,7,36
4,0,1,2,14.76,17.425,71,11.0014,2012,12,7,15,303
1,0,1,1,13.94,15.91,49,15.0013,2011,3,11,17,223
4,0,0,1,16.4,20.455,62,19.9995,2012,11,18,14,428
3,0,0,1,33.62,37.88,46,19.0012,2011,7,10,12,377
3,0,0,1,30.34,34.09,60,15.0013,2011,7,17,10,304
4,0,1,2,15.58,19.695,87,6.0032,2011,11,4,6,66
4,0,1,2,24.6,29.545,69,0.0,2011,10,11,9,235
3,0,1,1,30.34,34.09,58,8.9981,2011,7,5,9,227
1,0,1,2,12.3,16.665,87,0.0,2012,2,17,0,34
1,0,1,1,18.86,22.725,28,19.0012,2011,2,16,17,255
1,0,0,1,16.4,20.455,35,23.9994,2011,2,13,23,30
3,0,0,2,26.24,30.305,73,12.998,2012,8,19,20,274
2,0,1,2,31.16,37.12,75,16.9979,2011,6,1,10,115
1,0,0,1,6.56,6.06,37,36.9974,2011,1,8,17,69
2,0,0,1,20.5,24.24,39,16.9979,2012,4,8,23,51
3,0,1,1,35.26,37.12,30,0.0,2012,7,6,10,210
1,0,0,1,19.68,23.485,39,22.0028,2011,3,13,15,304
4,0,1,2,16.4,20.455,87,8.9981,2012,12,17,13,210
2,0,1,1,21.32,25.0,88,8.9981,2011,5,3,5,14
3,0,1,1,28.7,32.575,65,6.0032,2012,8,10,0,85
4,0,1,1,10.66,11.365,60,19.9995,2011,12,8,3,1
3,0,1,2,33.62,37.88,46,0.0,2012,8,7,14,261
2,0,0,1,16.4,20.455,82,7.0015,2011,5,1,3,23
3,0,1,2,30.34,33.335,51,15.0013,2011,8,3,7,271
1,0,0,1,8.2,8.335,34,30.0026,2011,1,9,13,75
2,0,1,3,18.04,21.97,94,8.9981,2012,4,2,2,5
4,0,0,2,13.94,16.665,76,12.998,2011,10,2,8,64
1,0,0,1,10.66,12.88,70,12.998,2011,2,6,0,39
3,0,1,1,29.52,34.09,66,0.0,2011,8,9,1,14
1,0,1,1,7.38,9.09,55,15.0013,2012,1,3,1,6
1,0,0,3,18.86,22.725,59,16.9979,2012,1,1,18,106
1,0,1,3,13.12,15.91,93,11.0014,2012,1,11,20,57
2,0,1,1,26.24,31.06,41,22.0028,2011,6,13,10,118
2,0,0,1,24.6,31.06,46,6.0032,2011,6,4,8,125
2,0,1,2,33.62,36.365,34,19.0012,2012,6,11,14,259
3,0,1,1,33.62,12.12,41,15.0013,2012,8,17,12,365
4,0,1,2,12.3,14.395,61,15.0013,2012,11,15,5,37
1,0,1,1,7.38,9.85,64,8.9981,2011,1,3,21,52
4,0,1,1,16.4,20.455,76,7.0015,2011,11,9,10,105
3,0,1,1,31.16,34.85,52,16.9979,2011,8,5,18,466
2,0,1,1,21.32,25.0,63,15.0013,2011,6,15,2,9
3,0,1,1,28.7,33.335,79,7.0015,2012,8,14,10,208
2,0,1,1,24.6,31.06,43,12.998,2012,6,5,16,473
1,0,1,1,3.28,3.79,38,19.0012,2011,2,9,2,3
2,1,0,2,14.76,17.425,81,12.998,2011,4,15,23,64
1,0,1,1,8.2,9.85,55,15.0013,2011,2,16,6,33
3,0,1,1,34.44,37.88,41,8.9981,2011,8,8,18,529
1,0,1,1,15.58,19.695,40,0.0,2012,2,3,15,216
4,0,1,1,24.6,29.545,69,15.0013,2012,10,5,21,267
3,0,0,1,33.62,38.635,52,16.9979,2011,8,6,14,380
3,0,1,2,27.88,31.82,89,6.0032,2012,7,9,0,39
1,0,1,2,17.22,21.21,82,22.0028,2012,3,16,1,26
4,0,1,2,20.5,24.24,77,6.0032,2011,11,15,21,168
3,0,0,1,20.5,24.24,72,0.0,2012,9,16,5,13
2,0,1,1,32.8,38.635,59,15.0013,2012,6,19,19,514
1,0,1,1,8.2,8.335,40,30.0026,2011,2,3,0,12
3,0,1,1,31.98,37.12,62,8.9981,2012,7,6,0,102
4,0,0,1,28.7,32.575,54,7.0015,2012,10,6,12,743
2,0,0,1,25.42,28.79,83,0.0,2011,6,18,5,7
4,0,0,1,14.76,18.18,50,6.0032,2011,12,3,13,292
1,0,0,3,4.92,3.79,50,32.9975,2012,2,11,23,20
1,0,1,1,13.12,14.395,36,27.9993,2011,3,7,14,77
1,0,0,1,16.4,20.455,40,12.998,2012,1,8,14,328
2,0,1,2,22.96,26.515,68,7.0015,2011,6,16,4,6
4,0,0,1,9.84,10.605,60,22.0028,2011,11,19,6,12
1,0,1,2,16.4,20.455,87,16.9979,2012,3,16,4,3
1,0,1,1,14.76,17.425,50,12.998,2012,1,6,22,135
1,0,0,2,13.12,15.15,39,16.9979,2011,1,15,20,41
3,0,1,2,27.06,31.06,69,15.0013,2012,8,9,22,259
2,0,1,1,16.4,20.455,62,11.0014,2011,5,4,21,150
1,0,0,1,9.84,12.12,60,8.9981,2012,3,11,3,66
4,0,1,1,13.94,15.15,49,23.9994,2012,11,13,17,608
3,0,0,1,18.86,22.725,72,8.9981,2011,9,17,3,28
4,0,0,2,9.84,12.12,93,8.9981,2012,12,2,6,16
3,0,0,2,26.24,28.79,83,12.998,2011,7,9,6,38
4,0,0,1,15.58,19.695,40,11.0014,2011,11,5,17,334
1,0,1,2,6.56,6.82,47,19.0012,2011,1,10,11,30
4,0,1,2,16.4,20.455,40,32.9975,2012,11,2,14,262
1,0,0,1,6.56,6.82,47,22.0028,2012,1,15,0,59
3,0,0,2,33.62,38.635,52,0.0,2012,9,1,17,463
1,0,1,1,4.1,5.305,46,16.9979,2012,1,3,22,33
3,0,0,2,29.52,33.335,48,6.0032,2012,7,14,0,191
3,0,1,1,29.52,32.575,45,15.0013,2012,9,14,18,808
3,0,0,1,19.68,23.485,67,16.9979,2011,9,18,9,140
3,0,0,3,29.52,34.85,79,6.0032,2012,9,2,14,457
4,0,0,1,18.86,22.725,88,0.0,2011,10,9,1,78
4,0,1,1,12.3,15.91,75,7.0015,2012,11,1,1,30
2,0,0,2,22.14,25.76,56,11.0014,2012,4,15,1,106
3,0,1,2,27.88,31.82,89,7.0015,2012,9,4,6,172
4,0,1,1,14.76,16.665,57,19.9995,2011,12,9,12,173
2,0,1,2,25.42,29.545,78,6.0032,2012,6,1,5,45
4,0,0,1,24.6,31.06,46,7.0015,2011,10,8,18,359
4,0,1,2,14.76,17.425,66,15.0013,2012,11,19,1,19
4,0,1,1,15.58,19.695,82,0.0,2012,10,17,6,178
1,0,1,1,7.38,8.335,47,16.9979,2012,1,18,22,78
3,0,1,2,27.06,30.305,78,6.0032,2011,7,8,23,151
2,1,0,1,17.22,21.21,77,26.0027,2011,4,15,19,209
4,0,1,2,21.32,25.0,48,11.0014,2012,10,17,12,332
1,0,1,1,9.02,11.365,69,11.0014,2011,3,2,0,8
3,0,1,3,27.06,29.545,89,26.0027,2012,7,9,4,2
2,0,1,1,28.7,31.82,28,19.0012,2011,6,3,14,240
3,0,1,2,28.7,33.335,79,12.998,2012,8,7,6,179
4,0,1,1,13.12,15.91,53,12.998,2011,12,2,22,102
1,0,1,1,6.56,7.575,47,16.9979,2011,1,13,19,99
4,0,1,2,24.6,25.76,94,12.998,2012,10,3,7,515
4,0,1,1,18.86,22.725,82,11.0014,2011,10,5,2,3
4,0,1,2,12.3,15.15,56,11.0014,2012,11,5,1,8
1,0,0,2,18.86,22.725,94,12.998,2011,1,2,3,6
4,0,1,1,16.4,20.455,37,22.0028,2011,12,13,13,127
2,0,1,2,27.06,29.545,94,12.998,2012,6,13,0,34
2,0,1,1,26.24,29.545,78,8.9981,2012,6,11,5,37
4,0,1,2,13.12,15.91,66,11.0014,2012,11,2,5,26
3,0,1,1,26.24,29.545,78,8.9981,2011,8,5,6,101
3,0,1,1,32.8,38.635,59,15.0013,2012,8,2,18,767
1,0,1,2,10.66,13.635,65,7.0015,2012,2,14,5,22
2,0,1,1,26.24,31.06,47,11.0014,2011,6,15,10,135
1,0,1,2,10.66,15.15,60,0.0,2012,2,14,0,14
4,0,1,2,22.96,26.515,43,11.0014,2012,10,17,14,270
4,0,1,2,24.6,25.0,100,0.0,2012,10,3,4,11
2,0,0,1,13.12,15.91,61,11.0014,2011,4,2,23,53
4,0,1,1,13.94,15.91,42,16.9979,2012,12,13,11,189
3,0,1,1,31.16,35.605,62,8.9981,2012,7,6,2,17
1,0,1,2,11.48,15.91,41,0.0,2012,2,14,2,3
1,0,1,2,9.02,11.365,87,11.0014,2012,1,10,2,4
1,0,1,1,12.3,16.665,24,0.0,2011,2,11,17,211
4,0,1,2,13.12,15.15,49,19.9995,2012,11,7,21,126
4,0,0,1,9.84,12.12,60,8.9981,2011,11,12,1,54
3,0,1,1,36.9,40.15,31,19.9995,2011,8,1,13,150
3,0,1,1,33.62,37.12,41,12.998,2011,7,13,9,186
2,0,1,1,17.22,21.21,50,16.9979,2011,5,5,8,440
2,0,0,3,28.7,32.575,61,19.9995,2012,5,5,14,428
2,0,0,1,23.78,27.275,37,11.0014,2011,5,7,18,289
3,0,0,1,28.7,33.335,89,11.0014,2011,8,7,6,13
3,0,1,1,26.24,30.305,73,0.0,2011,8,17,4,5
3,0,1,3,22.14,25.76,83,26.0027,2011,9,6,8,364
2,0,1,2,26.24,30.305,69,19.0012,2012,5,8,18,710
1,0,0,1,12.3,13.635,56,22.0028,2011,3,13,22,37
2,0,0,1,11.48,15.15,70,6.0032,2011,4,3,4,3
1,0,1,1,12.3,15.15,39,8.9981,2012,3,6,13,164
2,0,1,1,25.42,30.305,61,15.0013,2012,6,14,9,357
1,0,1,1,2.46,5.305,49,7.0015,2011,2,9,7,99
4,1,0,1,12.3,13.635,42,23.9994,2011,11,11,8,258
2,0,0,3,22.14,25.76,94,11.0014,2011,5,14,22,26
2,0,0,1,22.14,25.76,16,22.0028,2012,4,7,19,413
4,0,1,2,22.96,26.515,64,6.0032,2011,11,15,6,108
2,0,1,1,22.14,25.76,68,0.0,2012,6,6,8,668
2,0,1,1,20.5,24.24,77,19.9995,2012,5,8,6,165
4,0,1,1,17.22,21.21,62,12.998,2011,10,6,5,24
3,0,1,1,32.8,37.88,55,11.0014,2012,7,5,23,131
4,0,1,1,14.76,17.425,57,12.998,2012,10,12,23,100
2,0,1,1,20.5,24.24,31,19.9995,2011,4,6,19,232
3,0,0,2,25.42,28.03,88,11.0014,2011,7,9,5,15
4,0,1,1,16.4,20.455,37,16.9979,2011,12,13,14,134
1,0,1,1,9.02,11.365,55,8.9981,2011,2,11,20,63
4,0,1,1,12.3,16.665,81,0.0,2011,11,2,5,27
4,0,1,1,13.94,15.91,81,15.0013,2011,11,1,4,8
3,0,1,1,26.24,28.79,89,8.9981,2012,7,11,6,185
3,0,1,2,29.52,34.85,79,12.998,2012,8,10,3,9
2,0,0,1,14.76,16.665,53,23.9994,2011,4,2,19,148
3,0,1,1,23.78,27.275,88,7.0015,2011,9,14,5,31
4,0,1,2,13.94,15.91,76,19.0012,2012,12,11,4,8
2,0,1,1,26.24,29.545,78,6.0032,2011,6,17,21,208
4,0,1,1,12.3,16.665,56,0.0,2012,11,14,21,213
4,0,0,1,23.78,27.275,60,16.9979,2012,10,14,18,453
2,0,0,1,28.7,32.575,58,0.0,2012,6,10,9,266
2,0,1,1,28.7,31.82,24,19.9995,2011,6,3,18,564
4,0,0,1,19.68,23.485,36,19.0012,2011,11,12,13,353
3,0,1,1,30.34,34.85,66,19.0012,2011,7,11,8,420
2,0,1,3,17.22,21.21,88,6.0032,2012,4,2,1,5
3,0,0,1,26.24,31.06,41,11.0014,2012,9,16,15,557
1,0,1,1,9.02,12.12,75,7.0015,2012,2,6,10,116
2,0,1,1,22.14,25.76,56,11.0014,2011,5,9,9,178
3,0,1,2,25.42,27.275,94,0.0,2011,9,9,11,72
4,0,1,1,13.12,17.425,87,0.0,2011,11,2,0,19
1,0,0,2,6.56,6.06,43,36.9974,2012,2,11,20,63
4,0,1,1,14.76,17.425,62,8.9981,2011,12,9,16,250
1,1,0,1,12.3,13.635,36,19.9995,2012,1,2,13,176
3,0,1,1,22.96,26.515,60,7.0015,2012,9,11,21,310
3,0,1,3,37.72,42.425,35,23.9994,2012,7,18,15,194
4,0,0,1,14.76,18.18,57,7.0015,2011,11,13,2,57
2,0,1,1,26.24,31.06,33,16.9979,2011,6,2,22,155
1,0,1,2,12.3,15.15,70,8.9981,2012,2,16,0,23
4,0,0,1,10.66,12.12,56,16.9979,2011,11,19,8,92
4,0,1,1,18.86,22.725,82,6.0032,2011,10,18,6,109
3,0,1,2,28.7,33.335,84,11.0014,2012,8,8,6,173
4,0,1,1,16.4,20.455,82,7.0015,2011,10,4,3,6
2,0,1,1,20.5,24.24,63,7.0015,2012,4,19,23,144
4,0,1,2,13.94,15.15,61,19.9995,2012,12,11,8,724
2,0,0,2,16.4,20.455,82,6.0032,2011,5,1,6,13
3,0,1,1,35.26,37.12,30,19.0012,2011,8,2,12,157
1,0,1,1,8.2,9.85,40,12.998,2011,2,3,17,175
1,0,1,1,17.22,21.21,77,11.0014,2012,1,12,13,183
3,0,0,1,29.52,35.605,84,6.0032,2012,7,14,19,431
2,0,1,1,29.52,32.575,42,0.0,2012,5,16,13,350
3,0,1,2,28.7,33.335,74,11.0014,2011,7,8,2,22
2,0,1,2,17.22,21.21,82,6.0032,2012,4,18,21,189
3,0,1,2,22.96,26.515,64,8.9981,2011,9,19,10,105
3,0,1,1,33.62,36.365,38,12.998,2012,7,10,13,280
3,0,0,1,34.44,36.365,34,6.0032,2011,7,9,15,402
1,0,0,1,8.2,10.605,40,11.0014,2011,1,16,18,67
1,0,1,1,24.6,31.06,31,12.998,2011,2,18,20,124
1,0,1,1,13.94,18.18,53,0.0,2012,2,15,1,5
2,0,1,1,20.5,24.24,27,16.9979,2012,4,2,19,494
4,0,1,1,18.04,21.97,82,15.0013,2012,10,18,5,42
4,0,1,2,9.84,9.85,60,31.0009,2011,12,8,4,2
2,0,0,1,29.52,34.09,62,8.9981,2011,6,18,11,404
3,0,1,1,27.06,31.06,65,12.998,2011,8,15,21,184
2,0,0,2,15.58,19.695,87,6.0032,2011,4,10,2,36
4,0,1,1,9.84,10.605,65,19.0012,2011,12,1,6,97
4,0,0,2,18.04,21.97,54,8.9981,2012,10,7,5,10
1,0,1,2,6.56,11.365,69,0.0,2011,1,14,22,36
2,0,1,1,25.42,31.06,50,0.0,2011,5,11,13,193
1,0,1,1,13.12,16.665,57,6.0032,2011,2,17,8,285
2,0,1,1,22.14,25.76,64,27.9993,2011,6,13,6,105
4,0,0,1,13.94,17.425,81,6.0032,2012,11,11,0,124
4,0,1,2,18.04,21.97,33,19.9995,2011,12,16,6,82
4,0,1,1,14.76,16.665,46,16.9979,2012,11,2,22,149
1,0,1,2,13.12,15.15,76,16.9979,2011,3,9,12,98
2,0,1,1,23.78,27.275,64,12.998,2011,5,19,16,302
4,0,1,2,22.14,25.76,88,0.0,2012,10,19,5,36
1,0,1,1,29.52,32.575,37,26.0027,2012,3,15,16,426
3,0,1,1,33.62,34.85,21,16.9979,2011,7,1,15,381
2,0,1,1,32.8,37.88,55,11.0014,2012,6,19,18,795
4,0,1,1,17.22,21.21,77,0.0,2011,12,5,17,446
1,0,0,1,14.76,17.425,62,8.9981,2011,3,13,5,3
3,0,1,1,30.34,34.09,55,16.9979,2011,8,5,19,372
3,0,1,1,21.32,25.0,72,0.0,2012,9,17,2,13
2,0,1,1,10.66,13.635,65,7.0015,2011,4,6,7,133
4,0,0,1,17.22,21.21,94,0.0,2011,10,8,6,22
3,0,0,1,25.42,30.305,69,26.0027,2011,9,11,22,95
2,0,1,2,20.5,24.24,77,16.9979,2012,5,2,23,98
3,0,1,2,33.62,37.88,46,16.9979,2012,8,9,18,811
3,0,1,1,23.78,27.275,88,7.0015,2011,9,14,6,145
1,0,1,1,5.74,6.82,50,12.998,2012,1,19,0,16
3,0,1,1,24.6,31.06,38,15.0013,2012,9,19,17,886
2,0,1,3,26.24,30.305,65,16.9979,2012,5,8,13,219
3,0,1,1,27.06,30.305,83,0.0,2012,8,2,4,9
4,0,0,1,8.2,10.605,75,11.0014,2011,12,17,22,80
4,0,0,1,19.68,23.485,67,22.0028,2011,10,1,1,58
4,0,0,1,10.66,12.88,65,12.998,2012,11,17,3,21
3,0,1,1,28.7,33.335,79,7.0015,2011,7,13,21,250
4,0,0,1,16.4,20.455,82,12.998,2012,10,14,5,11
1,0,1,2,11.48,13.635,100,15.0013,2011,3,16,3,3
2,0,1,2,12.3,14.395,93,15.0013,2011,4,8,23,35
2,0,0,1,22.96,26.515,56,0.0,2011,6,4,7,87
2,0,1,1,13.12,15.15,61,15.0013,2011,4,6,8,325
1,0,0,2,12.3,16.665,52,0.0,2012,1,8,6,2
2,0,1,1,25.42,30.305,21,11.0014,2012,4,3,16,485
3,0,1,1,27.06,31.06,34,22.0028,2012,9,10,16,488
4,0,1,2,22.96,26.515,83,19.0012,2011,10,12,2,2
1,0,1,2,18.04,21.97,77,0.0,2012,3,16,11,207
1,0,1,2,17.22,21.21,77,12.998,2011,2,18,9,169
4,0,0,3,13.94,17.425,76,7.0015,2012,12,16,1,96
1,0,1,2,8.2,11.365,59,6.0032,2012,1,5,5,26
2,0,1,1,21.32,25.0,59,8.9981,2012,5,18,8,745
3,0,0,1,22.14,25.76,73,11.0014,2012,9,9,7,70
3,0,1,1,32.8,37.12,52,23.9994,2011,8,18,13,187
4,0,1,1,11.48,13.635,56,12.998,2012,11,5,22,115
3,0,0,1,32.8,37.12,49,19.9995,2011,7,17,13,472
3,0,0,1,22.14,25.76,64,0.0,2012,9,16,0,151
2,0,0,1,21.32,25.0,34,15.0013,2012,4,8,21,130
